"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030832","GO:0030832","regulation of actin filament length","32/2281","164/21288",0.195121951219512,1.82102415500262,3.65639296330968,0.000576525808350189,0.0106832816510703,0.00837473611340179,"ENSG00000055163/ENSG00000070087/ENSG00000070610/ENSG00000071127/ENSG00000079691/ENSG00000088756/ENSG00000100092/ENSG00000106780/ENSG00000107104/ENSG00000107562/ENSG00000120899/ENSG00000121879/ENSG00000125753/ENSG00000125868/ENSG00000130340/ENSG00000132854/ENSG00000133789/ENSG00000141298/ENSG00000146122/ENSG00000148180/ENSG00000151491/ENSG00000160460/ENSG00000162704/ENSG00000163171/ENSG00000163431/ENSG00000171132/ENSG00000179820/ENSG00000196405/ENSG00000197321/ENSG00000197872/ENSG00000197948/ENSG00000198793",32
"GO:1904019","GO:1904019","epithelial cell apoptotic process","32/2281","164/21288",0.195121951219512,1.82102415500262,3.65639296330968,0.000576525808350189,0.0106832816510703,0.00837473611340179,"ENSG00000003402/ENSG00000091831/ENSG00000096968/ENSG00000100292/ENSG00000102760/ENSG00000110492/ENSG00000116001/ENSG00000118503/ENSG00000118689/ENSG00000119772/ENSG00000132356/ENSG00000137693/ENSG00000137801/ENSG00000139687/ENSG00000140443/ENSG00000141458/ENSG00000144747/ENSG00000144802/ENSG00000145390/ENSG00000148180/ENSG00000150593/ENSG00000153113/ENSG00000163513/ENSG00000164305/ENSG00000164850/ENSG00000166484/ENSG00000168884/ENSG00000169031/ENSG00000182718/ENSG00000184916/ENSG00000185650/ENSG00000197442",32
"GO:0042594","GO:0042594","response to starvation","41/2281","227/21288",0.180616740088106,1.68565066330364,3.5978199064248,0.000577115874269137,0.0106832816510703,0.00837473611340179,"ENSG00000004799/ENSG00000006788/ENSG00000034713/ENSG00000070540/ENSG00000070669/ENSG00000072310/ENSG00000077254/ENSG00000083290/ENSG00000085415/ENSG00000097033/ENSG00000101460/ENSG00000102882/ENSG00000103257/ENSG00000111203/ENSG00000112561/ENSG00000116299/ENSG00000118689/ENSG00000124762/ENSG00000130766/ENSG00000132356/ENSG00000134294/ENSG00000134684/ENSG00000135821/ENSG00000140443/ENSG00000144118/ENSG00000144895/ENSG00000148926/ENSG00000149212/ENSG00000150907/ENSG00000155090/ENSG00000157954/ENSG00000162772/ENSG00000163083/ENSG00000163565/ENSG00000170836/ENSG00000175197/ENSG00000177628/ENSG00000184304/ENSG00000197442/ENSG00000198793/ENSG00000204371",41
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","28/2281","137/21288",0.204379562043796,1.90742311126187,3.69120148997063,0.000578307046454476,0.0106832816510703,0.00837473611340179,"ENSG00000034152/ENSG00000061273/ENSG00000073756/ENSG00000100292/ENSG00000100600/ENSG00000100644/ENSG00000106211/ENSG00000112715/ENSG00000113140/ENSG00000114861/ENSG00000118257/ENSG00000120899/ENSG00000126458/ENSG00000126561/ENSG00000126785/ENSG00000127837/ENSG00000134318/ENSG00000136238/ENSG00000137801/ENSG00000143878/ENSG00000145632/ENSG00000150630/ENSG00000151694/ENSG00000162407/ENSG00000171608/ENSG00000183287/ENSG00000184304/ENSG00000198909",28
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","35/2281","185/21288",0.189189189189189,1.76565517731673,3.62334821956128,0.000594944670161237,0.0109582139247397,0.00859025839543473,"ENSG00000010017/ENSG00000048540/ENSG00000064687/ENSG00000089041/ENSG00000090376/ENSG00000101843/ENSG00000105974/ENSG00000108861/ENSG00000110422/ENSG00000111206/ENSG00000116106/ENSG00000120129/ENSG00000121653/ENSG00000128342/ENSG00000132170/ENSG00000132376/ENSG00000133216/ENSG00000135090/ENSG00000136158/ENSG00000136997/ENSG00000138166/ENSG00000140443/ENSG00000143507/ENSG00000145901/ENSG00000150593/ENSG00000150907/ENSG00000153721/ENSG00000158828/ENSG00000162772/ENSG00000164850/ENSG00000177628/ENSG00000179094/ENSG00000186063/ENSG00000186575/ENSG00000198369",35
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","29/2281","144/21288",0.201388888888889,1.879511909981,3.66853343183274,0.000599884260963688,0.0110022070800461,0.00862474508955365,"ENSG00000035664/ENSG00000087470/ENSG00000099977/ENSG00000100600/ENSG00000102882/ENSG00000107562/ENSG00000110492/ENSG00000111859/ENSG00000112715/ENSG00000119630/ENSG00000120129/ENSG00000120899/ENSG00000123610/ENSG00000130150/ENSG00000133789/ENSG00000136238/ENSG00000136999/ENSG00000137801/ENSG00000137869/ENSG00000150630/ENSG00000151694/ENSG00000157368/ENSG00000158747/ENSG00000160712/ENSG00000163823/ENSG00000168811/ENSG00000172939/ENSG00000183049/ENSG00000184371",29
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","44/2281","249/21288",0.176706827309237,1.64916042953048,3.56945779319337,0.000600857241238904,0.0110022070800461,0.00862474508955365,"ENSG00000008710/ENSG00000022267/ENSG00000041515/ENSG00000070808/ENSG00000075624/ENSG00000077684/ENSG00000102760/ENSG00000103342/ENSG00000103479/ENSG00000105810/ENSG00000106462/ENSG00000108604/ENSG00000112576/ENSG00000118762/ENSG00000122641/ENSG00000124762/ENSG00000128908/ENSG00000131467/ENSG00000134371/ENSG00000135446/ENSG00000135503/ENSG00000135679/ENSG00000136235/ENSG00000136997/ENSG00000139687/ENSG00000145386/ENSG00000145604/ENSG00000145632/ENSG00000147883/ENSG00000151694/ENSG00000151893/ENSG00000154734/ENSG00000156876/ENSG00000165891/ENSG00000167797/ENSG00000168309/ENSG00000171862/ENSG00000176390/ENSG00000177595/ENSG00000182621/ENSG00000185499/ENSG00000188215/ENSG00000198176/ENSG00000205683",44
"GO:0060326","GO:0060326","cell chemotaxis","61/2281","375/21288",0.162666666666667,1.51812713722052,3.50676682870666,0.00060613926904311,0.0110664725026467,0.00867512342582475,"ENSG00000019991/ENSG00000035664/ENSG00000087470/ENSG00000092969/ENSG00000099977/ENSG00000100600/ENSG00000102882/ENSG00000103222/ENSG00000106211/ENSG00000107562/ENSG00000108700/ENSG00000110492/ENSG00000111859/ENSG00000112715/ENSG00000113721/ENSG00000119630/ENSG00000120129/ENSG00000120899/ENSG00000123358/ENSG00000123610/ENSG00000129048/ENSG00000130150/ENSG00000130529/ENSG00000133789/ENSG00000134853/ENSG00000136238/ENSG00000136999/ENSG00000137801/ENSG00000137869/ENSG00000138135/ENSG00000143398/ENSG00000144648/ENSG00000144891/ENSG00000146242/ENSG00000148400/ENSG00000150630/ENSG00000151694/ENSG00000157368/ENSG00000158747/ENSG00000160712/ENSG00000161921/ENSG00000162692/ENSG00000163823/ENSG00000164104/ENSG00000167193/ENSG00000168811/ENSG00000169750/ENSG00000170989/ENSG00000171608/ENSG00000172349/ENSG00000172725/ENSG00000172939/ENSG00000177663/ENSG00000178209/ENSG00000179388/ENSG00000183049/ENSG00000184304/ENSG00000184371/ENSG00000197702/ENSG00000198121/ENSG00000213949",61
"GO:0042176","GO:0042176","regulation of protein catabolic process","67/2281","421/21288",0.159144893111639,1.48525930932072,3.48375817624302,0.000621412798158986,0.0113122493052615,0.00886779042945921,"ENSG00000006025/ENSG00000007944/ENSG00000008710/ENSG00000028137/ENSG00000034713/ENSG00000049759/ENSG00000051108/ENSG00000067900/ENSG00000069329/ENSG00000080815/ENSG00000080824/ENSG00000087191/ENSG00000090376/ENSG00000096384/ENSG00000099785/ENSG00000100234/ENSG00000101255/ENSG00000101439/ENSG00000101557/ENSG00000101843/ENSG00000105974/ENSG00000109686/ENSG00000114423/ENSG00000118503/ENSG00000124486/ENSG00000125398/ENSG00000130311/ENSG00000130340/ENSG00000131467/ENSG00000131507/ENSG00000135018/ENSG00000135679/ENSG00000137273/ENSG00000137331/ENSG00000137642/ENSG00000138686/ENSG00000140564/ENSG00000140807/ENSG00000144357/ENSG00000144747/ENSG00000145041/ENSG00000145506/ENSG00000145632/ENSG00000146535/ENSG00000150594/ENSG00000150907/ENSG00000157150/ENSG00000158828/ENSG00000163659/ENSG00000164122/ENSG00000166170/ENSG00000166949/ENSG00000166963/ENSG00000167705/ENSG00000168646/ENSG00000170315/ENSG00000171150/ENSG00000172985/ENSG00000173039/ENSG00000173548/ENSG00000177628/ENSG00000178301/ENSG00000181019/ENSG00000181852/ENSG00000182718/ENSG00000183454/ENSG00000196924",67
"GO:0009743","GO:0009743","response to carbohydrate","46/2281","264/21288",0.174242424242424,1.6261607747798,3.54644503311231,0.000626684792913562,0.0113750576946287,0.00891702658215442,"ENSG00000008130/ENSG00000023909/ENSG00000034152/ENSG00000065833/ENSG00000071242/ENSG00000072310/ENSG00000073756/ENSG00000075142/ENSG00000075391/ENSG00000100644/ENSG00000108821/ENSG00000112658/ENSG00000118689/ENSG00000119714/ENSG00000120899/ENSG00000121691/ENSG00000121879/ENSG00000123612/ENSG00000124766/ENSG00000130529/ENSG00000130766/ENSG00000131871/ENSG00000132155/ENSG00000132356/ENSG00000135821/ENSG00000137801/ENSG00000140443/ENSG00000145242/ENSG00000149577/ENSG00000150594/ENSG00000155897/ENSG00000163069/ENSG00000164171/ENSG00000164305/ENSG00000164850/ENSG00000166263/ENSG00000166949/ENSG00000169031/ENSG00000171132/ENSG00000171135/ENSG00000174697/ENSG00000181019/ENSG00000182621/ENSG00000185650/ENSG00000185950/ENSG00000225697",46
"GO:0001889","GO:0001889","liver development","31/2281","158/21288",0.19620253164557,1.83110894067115,3.63245158539664,0.000632091242686527,0.0114162056730179,0.00894928291235933,"ENSG00000003402/ENSG00000008083/ENSG00000008710/ENSG00000019991/ENSG00000072163/ENSG00000103257/ENSG00000106462/ENSG00000110090/ENSG00000110492/ENSG00000116285/ENSG00000118503/ENSG00000118762/ENSG00000121879/ENSG00000125398/ENSG00000126767/ENSG00000128309/ENSG00000132646/ENSG00000135111/ENSG00000136877/ENSG00000141458/ENSG00000147883/ENSG00000148400/ENSG00000153879/ENSG00000162998/ENSG00000164171/ENSG00000164442/ENSG00000165240/ENSG00000165891/ENSG00000166949/ENSG00000173039/ENSG00000176890",31
"GO:0042752","GO:0042752","regulation of circadian rhythm","25/2281","118/21288",0.211864406779661,1.9772772869467,3.68774994653054,0.000640488021133835,0.0114162056730179,0.00894928291235933,"ENSG00000005812/ENSG00000049246/ENSG00000054118/ENSG00000054277/ENSG00000069667/ENSG00000106462/ENSG00000109339/ENSG00000111602/ENSG00000124486/ENSG00000132170/ENSG00000132326/ENSG00000132356/ENSG00000133794/ENSG00000134318/ENSG00000147140/ENSG00000155090/ENSG00000163485/ENSG00000172531/ENSG00000173914/ENSG00000174738/ENSG00000179094/ENSG00000179222/ENSG00000185532/ENSG00000198793/ENSG00000213639",25
"GO:0070167","GO:0070167","regulation of biomineral tissue development","25/2281","118/21288",0.211864406779661,1.9772772869467,3.68774994653054,0.000640488021133835,0.0114162056730179,0.00894928291235933,"ENSG00000046653/ENSG00000067900/ENSG00000089041/ENSG00000100644/ENSG00000105664/ENSG00000112773/ENSG00000120899/ENSG00000125398/ENSG00000130529/ENSG00000134318/ENSG00000138696/ENSG00000138829/ENSG00000142871/ENSG00000148400/ENSG00000162878/ENSG00000163823/ENSG00000164023/ENSG00000164920/ENSG00000166949/ENSG00000170989/ENSG00000177706/ENSG00000183023/ENSG00000183160/ENSG00000183688/ENSG00000197594",25
"GO:0045137","GO:0045137","development of primary sexual characteristics","45/2281","257/21288",0.175097276264591,1.63413889395906,3.54310543473774,0.000641180670223489,0.0114162056730179,0.00894928291235933,"ENSG00000013619/ENSG00000060138/ENSG00000091831/ENSG00000092969/ENSG00000100206/ENSG00000106003/ENSG00000112715/ENSG00000115884/ENSG00000118689/ENSG00000121621/ENSG00000121858/ENSG00000122641/ENSG00000123610/ENSG00000125398/ENSG00000129473/ENSG00000133835/ENSG00000134363/ENSG00000134853/ENSG00000137869/ENSG00000138696/ENSG00000144747/ENSG00000145685/ENSG00000147437/ENSG00000148400/ENSG00000150990/ENSG00000154734/ENSG00000157796/ENSG00000163083/ENSG00000163659/ENSG00000163661/ENSG00000164104/ENSG00000164292/ENSG00000164305/ENSG00000164442/ENSG00000168556/ENSG00000169297/ENSG00000169946/ENSG00000170315/ENSG00000173757/ENSG00000174697/ENSG00000174804/ENSG00000185551/ENSG00000196924/ENSG00000214274/ENSG00000221829",45
"GO:0070085","GO:0070085","glycosylation","45/2281","257/21288",0.175097276264591,1.63413889395906,3.54310543473774,0.000641180670223489,0.0114162056730179,0.00894928291235933,"ENSG00000008513/ENSG00000070610/ENSG00000080815/ENSG00000086062/ENSG00000095380/ENSG00000100626/ENSG00000106397/ENSG00000109586/ENSG00000111728/ENSG00000111885/ENSG00000114745/ENSG00000116406/ENSG00000119514/ENSG00000119523/ENSG00000128039/ENSG00000128274/ENSG00000131386/ENSG00000131446/ENSG00000131459/ENSG00000133103/ENSG00000134851/ENSG00000141458/ENSG00000149541/ENSG00000156162/ENSG00000160408/ENSG00000162630/ENSG00000163378/ENSG00000163527/ENSG00000164574/ENSG00000168769/ENSG00000171155/ENSG00000172986/ENSG00000176928/ENSG00000177628/ENSG00000178301/ENSG00000181027/ENSG00000181830/ENSG00000182197/ENSG00000186198/ENSG00000187446/ENSG00000196371/ENSG00000196968/ENSG00000198833/ENSG00000235863/ENSG00000237172",45
"GO:0060350","GO:0060350","endochondral bone morphogenesis","16/2281","62/21288",0.258064516129032,2.40845130177766,3.84739419779297,0.000641750190779832,0.0114162056730179,0.00894928291235933,"ENSG00000104331/ENSG00000105664/ENSG00000108821/ENSG00000116604/ENSG00000125398/ENSG00000138696/ENSG00000149257/ENSG00000159167/ENSG00000160200/ENSG00000163513/ENSG00000168542/ENSG00000168646/ENSG00000182197/ENSG00000182704/ENSG00000183160/ENSG00000196739",16
"GO:0170040","GO:0170040","proteinogenic amino acid catabolic process","16/2281","62/21288",0.258064516129032,2.40845130177766,3.84739419779297,0.000641750190779832,0.0114162056730179,0.00894928291235933,"ENSG00000008311/ENSG00000100033/ENSG00000100116/ENSG00000100577/ENSG00000103876/ENSG00000104951/ENSG00000115419/ENSG00000135821/ENSG00000139410/ENSG00000147576/ENSG00000148672/ENSG00000153904/ENSG00000159423/ENSG00000160200/ENSG00000166123/ENSG00000176974",16
"GO:0006644","GO:0006644","phospholipid metabolic process","69/2281","437/21288",0.157894736842105,1.47359191490344,3.46533032641575,0.000648736647695181,0.0115077034892293,0.00902100900652689,"ENSG00000003987/ENSG00000011198/ENSG00000035115/ENSG00000067113/ENSG00000068383/ENSG00000078269/ENSG00000084710/ENSG00000086544/ENSG00000088766/ENSG00000091622/ENSG00000101290/ENSG00000101558/ENSG00000102780/ENSG00000103502/ENSG00000104331/ENSG00000111684/ENSG00000112972/ENSG00000113721/ENSG00000116711/ENSG00000117461/ENSG00000117592/ENSG00000117600/ENSG00000121879/ENSG00000123983/ENSG00000125772/ENSG00000128039/ENSG00000128699/ENSG00000129353/ENSG00000131408/ENSG00000132376/ENSG00000134324/ENSG00000135241/ENSG00000136267/ENSG00000138678/ENSG00000141401/ENSG00000143398/ENSG00000143772/ENSG00000145675/ENSG00000151151/ENSG00000156471/ENSG00000156671/ENSG00000158201/ENSG00000159082/ENSG00000162407/ENSG00000163719/ENSG00000163803/ENSG00000164023/ENSG00000165195/ENSG00000166912/ENSG00000167468/ENSG00000168890/ENSG00000168918/ENSG00000169057/ENSG00000169692/ENSG00000171150/ENSG00000171608/ENSG00000171862/ENSG00000172954/ENSG00000176095/ENSG00000179593/ENSG00000182621/ENSG00000185338/ENSG00000185813/ENSG00000187446/ENSG00000197121/ENSG00000197601/ENSG00000197943/ENSG00000211456/ENSG00000241878",69
"GO:0048839","GO:0048839","inner ear development","38/2281","207/21288",0.183574879227053,1.71325823278628,3.57231253225193,0.000653201837160694,0.0115540857541965,0.00905736854867221,"ENSG00000032742/ENSG00000033867/ENSG00000060718/ENSG00000066468/ENSG00000073111/ENSG00000077943/ENSG00000092969/ENSG00000095397/ENSG00000100360/ENSG00000101384/ENSG00000104313/ENSG00000106571/ENSG00000112320/ENSG00000112837/ENSG00000116106/ENSG00000116132/ENSG00000117600/ENSG00000125398/ENSG00000133216/ENSG00000135111/ENSG00000135541/ENSG00000136158/ENSG00000138802/ENSG00000145386/ENSG00000148400/ENSG00000162998/ENSG00000164619/ENSG00000164930/ENSG00000165533/ENSG00000166341/ENSG00000168214/ENSG00000168234/ENSG00000179295/ENSG00000182704/ENSG00000184564/ENSG00000184916/ENSG00000188428/ENSG00000221869",38
"GO:1900076","GO:1900076","regulation of cellular response to insulin stimulus","18/2281","74/21288",0.243243243243243,2.27012808512151,3.79153598550602,0.000655261910941901,0.0115577835365007,0.00906026727885769,"ENSG00000089006/ENSG00000095637/ENSG00000107104/ENSG00000132170/ENSG00000132334/ENSG00000132356/ENSG00000132376/ENSG00000137642/ENSG00000153823/ENSG00000159346/ENSG00000167114/ENSG00000169047/ENSG00000173039/ENSG00000174697/ENSG00000179295/ENSG00000185338/ENSG00000197594/ENSG00000197879",18
"GO:0009070","GO:0009070","serine family amino acid biosynthetic process","8/2281","20/21288",0.4,3.73309951775537,4.23613900754152,0.00066003027096987,0.01160909580827,0.00910049150484772,"ENSG00000092621/ENSG00000100714/ENSG00000116761/ENSG00000132824/ENSG00000135069/ENSG00000160200/ENSG00000176974/ENSG00000182199",8
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","49/2281","287/21288",0.170731707317073,1.59339613562729,3.50613601616076,0.000681806385689524,0.0119584243602399,0.00937433380678973,"ENSG00000012048/ENSG00000022267/ENSG00000041515/ENSG00000053254/ENSG00000073536/ENSG00000077684/ENSG00000081377/ENSG00000092853/ENSG00000102760/ENSG00000103479/ENSG00000106462/ENSG00000113916/ENSG00000114670/ENSG00000117724/ENSG00000118762/ENSG00000120129/ENSG00000122641/ENSG00000124762/ENSG00000132612/ENSG00000133639/ENSG00000134371/ENSG00000135090/ENSG00000135679/ENSG00000136014/ENSG00000136235/ENSG00000137331/ENSG00000139687/ENSG00000145632/ENSG00000147883/ENSG00000148153/ENSG00000152518/ENSG00000154767/ENSG00000159593/ENSG00000161010/ENSG00000163870/ENSG00000164754/ENSG00000165891/ENSG00000167797/ENSG00000168309/ENSG00000169857/ENSG00000170242/ENSG00000170364/ENSG00000171862/ENSG00000172732/ENSG00000176390/ENSG00000177595/ENSG00000185499/ENSG00000185650/ENSG00000188215",49
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","76/2281","492/21288",0.154471544715447,1.44164412271041,3.43342992228102,0.000685574559956669,0.0119623637605453,0.00937742194385107,"ENSG00000008710/ENSG00000012048/ENSG00000022267/ENSG00000041515/ENSG00000053254/ENSG00000070808/ENSG00000075624/ENSG00000077684/ENSG00000081377/ENSG00000092853/ENSG00000101224/ENSG00000102760/ENSG00000103342/ENSG00000103479/ENSG00000105810/ENSG00000106462/ENSG00000108604/ENSG00000111206/ENSG00000112576/ENSG00000114670/ENSG00000117724/ENSG00000118762/ENSG00000119541/ENSG00000120129/ENSG00000122641/ENSG00000124762/ENSG00000126803/ENSG00000128908/ENSG00000128989/ENSG00000131467/ENSG00000132612/ENSG00000134371/ENSG00000135090/ENSG00000135446/ENSG00000135503/ENSG00000135679/ENSG00000136014/ENSG00000136235/ENSG00000136997/ENSG00000137331/ENSG00000139687/ENSG00000141867/ENSG00000145386/ENSG00000145604/ENSG00000145632/ENSG00000147883/ENSG00000148153/ENSG00000151491/ENSG00000151694/ENSG00000151893/ENSG00000152518/ENSG00000154734/ENSG00000154767/ENSG00000156876/ENSG00000158806/ENSG00000159593/ENSG00000161010/ENSG00000163870/ENSG00000164754/ENSG00000165891/ENSG00000167797/ENSG00000168309/ENSG00000169857/ENSG00000170242/ENSG00000170836/ENSG00000171033/ENSG00000171862/ENSG00000176390/ENSG00000177595/ENSG00000182621/ENSG00000185499/ENSG00000185650/ENSG00000188215/ENSG00000198176/ENSG00000198668/ENSG00000205683",76
"GO:0003279","GO:0003279","cardiac septum development","24/2281","112/21288",0.214285714285714,1.99987474165466,3.67532484272403,0.000685862624323387,0.0119623637605453,0.00937742194385107,"ENSG00000057657/ENSG00000066468/ENSG00000092969/ENSG00000101384/ENSG00000106991/ENSG00000107882/ENSG00000109685/ENSG00000118257/ENSG00000121361/ENSG00000124766/ENSG00000135111/ENSG00000135679/ENSG00000142871/ENSG00000143013/ENSG00000145362/ENSG00000148400/ENSG00000162496/ENSG00000163513/ENSG00000164442/ENSG00000168214/ENSG00000169855/ENSG00000169946/ENSG00000173706/ENSG00000197702",24
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","30/2281","152/21288",0.197368421052632,1.84198989362929,3.60894578451921,0.000692220596545444,0.0120061816800826,0.00941177126881963,"ENSG00000012048/ENSG00000022267/ENSG00000053254/ENSG00000081377/ENSG00000092853/ENSG00000101224/ENSG00000105810/ENSG00000111206/ENSG00000117724/ENSG00000119541/ENSG00000124762/ENSG00000126803/ENSG00000128989/ENSG00000132612/ENSG00000135090/ENSG00000135446/ENSG00000137331/ENSG00000141867/ENSG00000145386/ENSG00000145604/ENSG00000148153/ENSG00000159593/ENSG00000161010/ENSG00000164754/ENSG00000169857/ENSG00000170242/ENSG00000170836/ENSG00000171033/ENSG00000182621/ENSG00000198668",30
"GO:0060048","GO:0060048","cardiac muscle contraction","30/2281","152/21288",0.197368421052632,1.84198989362929,3.60894578451921,0.000692220596545444,0.0120061816800826,0.00941177126881963,"ENSG00000034152/ENSG00000049759/ENSG00000069431/ENSG00000075142/ENSG00000080824/ENSG00000105711/ENSG00000105974/ENSG00000121361/ENSG00000121879/ENSG00000130529/ENSG00000136546/ENSG00000138735/ENSG00000145362/ENSG00000148180/ENSG00000152642/ENSG00000155962/ENSG00000159167/ENSG00000163399/ENSG00000163485/ENSG00000165995/ENSG00000170214/ENSG00000170624/ENSG00000171385/ENSG00000174437/ENSG00000175538/ENSG00000183023/ENSG00000196924/ENSG00000198668/ENSG00000198793/ENSG00000198947",30
"GO:0048738","GO:0048738","cardiac muscle tissue development","45/2281","258/21288",0.174418604651163,1.62780502227705,3.51461766570619,0.000697690684479752,0.0120675363819711,0.00945986786071103,"ENSG00000008083/ENSG00000060718/ENSG00000066468/ENSG00000068305/ENSG00000078114/ENSG00000092969/ENSG00000105989/ENSG00000106991/ENSG00000108946/ENSG00000112062/ENSG00000112276/ENSG00000112658/ENSG00000112715/ENSG00000112837/ENSG00000113721/ENSG00000114861/ENSG00000117152/ENSG00000121361/ENSG00000124006/ENSG00000128917/ENSG00000129484/ENSG00000134853/ENSG00000135111/ENSG00000136383/ENSG00000137193/ENSG00000137693/ENSG00000148400/ENSG00000148677/ENSG00000148814/ENSG00000149256/ENSG00000159216/ENSG00000163069/ENSG00000163110/ENSG00000164442/ENSG00000168214/ENSG00000169946/ENSG00000170365/ENSG00000170624/ENSG00000170776/ENSG00000170989/ENSG00000173706/ENSG00000178209/ENSG00000183023/ENSG00000185532/ENSG00000198793",45
"GO:0021696","GO:0021696","cerebellar cortex morphogenesis","12/2281","40/21288",0.3,2.79982463831653,3.9469738120181,0.000704701669810358,0.0121551304593809,0.0095285337732427,"ENSG00000069667/ENSG00000074047/ENSG00000095397/ENSG00000135472/ENSG00000138311/ENSG00000165240/ENSG00000167552/ENSG00000169032/ENSG00000177628/ENSG00000179295/ENSG00000198728/ENSG00000253368",12
"GO:0022602","GO:0022602","ovulation cycle process","14/2281","51/21288",0.274509803921569,2.56193104159682,3.86868568048101,0.000707009202843465,0.0121613373624093,0.00953339942938121,"ENSG00000091831/ENSG00000092969/ENSG00000118689/ENSG00000122641/ENSG00000123610/ENSG00000134853/ENSG00000138696/ENSG00000148400/ENSG00000154734/ENSG00000163661/ENSG00000164305/ENSG00000173757/ENSG00000174697/ENSG00000174804",14
"GO:0002262","GO:0002262","myeloid cell homeostasis","38/2281","208/21288",0.182692307692308,1.70502141435942,3.53966171095717,0.000718286681352018,0.0123213792262692,0.00965885791870122,"ENSG00000003402/ENSG00000064393/ENSG00000096968/ENSG00000100292/ENSG00000100644/ENSG00000100714/ENSG00000100813/ENSG00000105281/ENSG00000105810/ENSG00000110911/ENSG00000112062/ENSG00000112658/ENSG00000112715/ENSG00000113916/ENSG00000116016/ENSG00000118689/ENSG00000122641/ENSG00000135503/ENSG00000135776/ENSG00000139687/ENSG00000143772/ENSG00000147324/ENSG00000151694/ENSG00000153879/ENSG00000164104/ENSG00000164305/ENSG00000164442/ENSG00000168610/ENSG00000168918/ENSG00000169926/ENSG00000170631/ENSG00000171608/ENSG00000173757/ENSG00000176928/ENSG00000184371/ENSG00000185650/ENSG00000186073/ENSG00000198728",38
"GO:0007548","GO:0007548","sex differentiation","52/2281","310/21288",0.167741935483871,1.56549334615548,3.47447659842209,0.000725740887129002,0.0124151399979,0.00973235796726708,"ENSG00000008710/ENSG00000013619/ENSG00000060138/ENSG00000065802/ENSG00000091831/ENSG00000092445/ENSG00000092969/ENSG00000100206/ENSG00000106003/ENSG00000112715/ENSG00000115884/ENSG00000118689/ENSG00000121621/ENSG00000121858/ENSG00000122641/ENSG00000123610/ENSG00000125398/ENSG00000129473/ENSG00000133835/ENSG00000134363/ENSG00000134853/ENSG00000135111/ENSG00000137273/ENSG00000137869/ENSG00000138696/ENSG00000144747/ENSG00000145685/ENSG00000147437/ENSG00000148400/ENSG00000150990/ENSG00000154734/ENSG00000157796/ENSG00000163083/ENSG00000163659/ENSG00000163661/ENSG00000164104/ENSG00000164292/ENSG00000164305/ENSG00000164442/ENSG00000168556/ENSG00000169297/ENSG00000169946/ENSG00000170315/ENSG00000173757/ENSG00000174697/ENSG00000174804/ENSG00000179295/ENSG00000185551/ENSG00000196924/ENSG00000205213/ENSG00000214274/ENSG00000221829",52
"GO:0010827","GO:0010827","regulation of glucose transmembrane transport","20/2281","87/21288",0.229885057471264,2.14545949296286,3.70872194808926,0.000736194233961412,0.0125595540897679,0.00984556568283165,"ENSG00000054277/ENSG00000068305/ENSG00000070371/ENSG00000095637/ENSG00000101255/ENSG00000106617/ENSG00000112062/ENSG00000119508/ENSG00000128989/ENSG00000131871/ENSG00000132376/ENSG00000145675/ENSG00000153823/ENSG00000163884/ENSG00000166263/ENSG00000169047/ENSG00000174697/ENSG00000179295/ENSG00000185950/ENSG00000197594",20
