"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007369","GO:0007369","gastrulation","38/2281","219/21288",0.17351598173516,1.61938106934594,3.19169298247891,0.00191039634677217,0.023252465476112,0.0182278506463334,"ENSG00000019144/ENSG00000053747/ENSG00000060718/ENSG00000066468/ENSG00000077943/ENSG00000091136/ENSG00000102996/ENSG00000104313/ENSG00000108946/ENSG00000109814/ENSG00000112658/ENSG00000114270/ENSG00000118707/ENSG00000119508/ENSG00000120129/ENSG00000122641/ENSG00000126016/ENSG00000126705/ENSG00000130635/ENSG00000134371/ENSG00000134871/ENSG00000138166/ENSG00000144824/ENSG00000149256/ENSG00000162407/ENSG00000163513/ENSG00000164171/ENSG00000166484/ENSG00000166949/ENSG00000169032/ENSG00000169297/ENSG00000170365/ENSG00000179820/ENSG00000182197/ENSG00000186575/ENSG00000198431/ENSG00000198728/ENSG00000204262",38
"GO:2000114","GO:2000114","regulation of establishment of cell polarity","8/2281","23/21288",0.347826086956522,3.24617349370032,3.73368442239266,0.00191557118081722,0.0232700903755306,0.0182416669891462,"ENSG00000018189/ENSG00000067900/ENSG00000107104/ENSG00000127314/ENSG00000132589/ENSG00000134318/ENSG00000143322/ENSG00000148180",8
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","33/2281","183/21288",0.180327868852459,1.68295470062742,3.21431067415204,0.00193321638040434,0.0234388409305722,0.0183739523124786,"ENSG00000003402/ENSG00000012048/ENSG00000019991/ENSG00000023909/ENSG00000082146/ENSG00000100292/ENSG00000101955/ENSG00000104205/ENSG00000104313/ENSG00000105974/ENSG00000107731/ENSG00000116584/ENSG00000118503/ENSG00000121858/ENSG00000122641/ENSG00000123689/ENSG00000131467/ENSG00000132155/ENSG00000135472/ENSG00000135926/ENSG00000137693/ENSG00000137801/ENSG00000138696/ENSG00000143384/ENSG00000146247/ENSG00000148841/ENSG00000162772/ENSG00000164104/ENSG00000164850/ENSG00000166484/ENSG00000168621/ENSG00000172531/ENSG00000173039",33
"GO:0050803","GO:0050803","regulation of synapse structure or activity","47/2281","286/21288",0.164335664335664,1.53370347320369,3.14786286248994,0.00195135526506844,0.0236129113858282,0.0185104079611755,"ENSG00000061337/ENSG00000067900/ENSG00000069329/ENSG00000076716/ENSG00000077063/ENSG00000080815/ENSG00000100784/ENSG00000100968/ENSG00000104936/ENSG00000107362/ENSG00000108684/ENSG00000108797/ENSG00000110400/ENSG00000111642/ENSG00000111859/ENSG00000112062/ENSG00000115183/ENSG00000116106/ENSG00000118257/ENSG00000120899/ENSG00000125848/ENSG00000128805/ENSG00000133216/ENSG00000136379/ENSG00000139220/ENSG00000143878/ENSG00000146006/ENSG00000146242/ENSG00000153317/ENSG00000158301/ENSG00000163110/ENSG00000163629/ENSG00000167552/ENSG00000169057/ENSG00000170921/ENSG00000171603/ENSG00000171862/ENSG00000172260/ENSG00000172757/ENSG00000173114/ENSG00000175928/ENSG00000182580/ENSG00000184564/ENSG00000186340/ENSG00000196230/ENSG00000197959/ENSG00000206561",47
"GO:0006606","GO:0006606","protein import into nucleus","31/2281","169/21288",0.183431952662722,1.71192433506533,3.21887121256825,0.00197618160336496,0.0238209998675884,0.0186735306962956,"ENSG00000069399/ENSG00000073756/ENSG00000080815/ENSG00000080824/ENSG00000088888/ENSG00000093000/ENSG00000095319/ENSG00000096968/ENSG00000100906/ENSG00000102900/ENSG00000106571/ENSG00000107882/ENSG00000112062/ENSG00000113119/ENSG00000114423/ENSG00000124762/ENSG00000135272/ENSG00000145675/ENSG00000148400/ENSG00000151929/ENSG00000161011/ENSG00000166949/ENSG00000168610/ENSG00000171033/ENSG00000174697/ENSG00000178028/ENSG00000184156/ENSG00000184304/ENSG00000187446/ENSG00000196924/ENSG00000203965",31
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","31/2281","169/21288",0.183431952662722,1.71192433506533,3.21887121256825,0.00197618160336496,0.0238209998675884,0.0186735306962956,"ENSG00000012048/ENSG00000022267/ENSG00000053254/ENSG00000081377/ENSG00000092853/ENSG00000101224/ENSG00000105810/ENSG00000111206/ENSG00000117724/ENSG00000119541/ENSG00000124762/ENSG00000126803/ENSG00000128989/ENSG00000132612/ENSG00000135090/ENSG00000135446/ENSG00000137331/ENSG00000141867/ENSG00000145386/ENSG00000145604/ENSG00000148153/ENSG00000159593/ENSG00000161010/ENSG00000163491/ENSG00000164754/ENSG00000169857/ENSG00000170242/ENSG00000170836/ENSG00000171033/ENSG00000182621/ENSG00000198668",31
"GO:0003151","GO:0003151","outflow tract morphogenesis","18/2281","81/21288",0.222222222222222,2.07394417653076,3.35465361716015,0.00199318821290999,0.0239797055903853,0.0187979417706753,"ENSG00000066468/ENSG00000092969/ENSG00000100644/ENSG00000101384/ENSG00000104313/ENSG00000106991/ENSG00000112715/ENSG00000118257/ENSG00000135111/ENSG00000138802/ENSG00000148400/ENSG00000162496/ENSG00000163513/ENSG00000164442/ENSG00000168214/ENSG00000169855/ENSG00000169946/ENSG00000197702",18
"GO:0018209","GO:0018209","peptidyl-serine modification","50/2281","309/21288",0.161812297734628,1.51015352660007,3.12932613199306,0.00200061257792765,0.0240227402626543,0.0188316770999262,"ENSG00000008710/ENSG00000019991/ENSG00000064393/ENSG00000067900/ENSG00000069020/ENSG00000070087/ENSG00000070808/ENSG00000071242/ENSG00000073756/ENSG00000083290/ENSG00000086015/ENSG00000092853/ENSG00000096063/ENSG00000100626/ENSG00000100784/ENSG00000101265/ENSG00000104205/ENSG00000104365/ENSG00000104936/ENSG00000105204/ENSG00000105974/ENSG00000110422/ENSG00000112062/ENSG00000112715/ENSG00000114209/ENSG00000118515/ENSG00000128342/ENSG00000132155/ENSG00000132356/ENSG00000132376/ENSG00000134259/ENSG00000134318/ENSG00000136158/ENSG00000142875/ENSG00000145632/ENSG00000152332/ENSG00000152495/ENSG00000152642/ENSG00000153721/ENSG00000158828/ENSG00000160460/ENSG00000168398/ENSG00000171132/ENSG00000171862/ENSG00000183049/ENSG00000184304/ENSG00000198793/ENSG00000198947/ENSG00000211455/ENSG00000213341",50
"GO:0003180","GO:0003180","aortic valve morphogenesis","11/2281","39/21288",0.282051282051282,2.63231376251981,3.53451462426144,0.0020318489253474,0.0242578674758492,0.0190159957791394,"ENSG00000067900/ENSG00000101384/ENSG00000125398/ENSG00000128917/ENSG00000134318/ENSG00000139687/ENSG00000148400/ENSG00000154736/ENSG00000163513/ENSG00000168646/ENSG00000169855",11
"GO:0046326","GO:0046326","positive regulation of glucose import","11/2281","39/21288",0.282051282051282,2.63231376251981,3.53451462426144,0.0020318489253474,0.0242578674758492,0.0190159957791394,"ENSG00000054277/ENSG00000068305/ENSG00000070371/ENSG00000095637/ENSG00000112062/ENSG00000128989/ENSG00000145675/ENSG00000163884/ENSG00000169047/ENSG00000179295/ENSG00000185950",11
"GO:0071392","GO:0071392","cellular response to estradiol stimulus","11/2281","39/21288",0.282051282051282,2.63231376251981,3.53451462426144,0.0020318489253474,0.0242578674758492,0.0190159957791394,"ENSG00000003402/ENSG00000091831/ENSG00000121621/ENSG00000122679/ENSG00000124151/ENSG00000129473/ENSG00000140443/ENSG00000145386/ENSG00000164171/ENSG00000164850/ENSG00000185122",11
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","23/2281","114/21288",0.201754385964912,1.88292300237661,3.27443887775776,0.00204783305323857,0.0244020411916444,0.0191290150613888,"ENSG00000100292/ENSG00000100644/ENSG00000105971/ENSG00000107562/ENSG00000110492/ENSG00000112715/ENSG00000118257/ENSG00000119630/ENSG00000123358/ENSG00000126561/ENSG00000139567/ENSG00000143494/ENSG00000144891/ENSG00000150630/ENSG00000151694/ENSG00000164104/ENSG00000168610/ENSG00000171608/ENSG00000175482/ENSG00000179388/ENSG00000184304/ENSG00000213281/ENSG00000214274",23
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","38/2281","220/21288",0.172727272727273,1.61202024630346,3.1610295828385,0.00207603635398727,0.0246909923700885,0.019355526909355,"ENSG00000008710/ENSG00000019991/ENSG00000066468/ENSG00000074047/ENSG00000091831/ENSG00000100968/ENSG00000104313/ENSG00000105989/ENSG00000106571/ENSG00000106991/ENSG00000110492/ENSG00000111602/ENSG00000112658/ENSG00000112715/ENSG00000118762/ENSG00000125398/ENSG00000125430/ENSG00000128917/ENSG00000135111/ENSG00000136158/ENSG00000136997/ENSG00000137693/ENSG00000143869/ENSG00000147655/ENSG00000148400/ENSG00000148926/ENSG00000163251/ENSG00000163513/ENSG00000166341/ENSG00000167642/ENSG00000168621/ENSG00000169504/ENSG00000172531/ENSG00000179222/ENSG00000182197/ENSG00000184371/ENSG00000187498/ENSG00000205213",38
"GO:1901873","GO:1901873","regulation of post-translational protein modification","45/2281","272/21288",0.165441176470588,1.54402094024809,3.12815399163764,0.00209989444680635,0.0248264360587445,0.019461702632112,"ENSG00000004487/ENSG00000051108/ENSG00000080824/ENSG00000081377/ENSG00000096384/ENSG00000100302/ENSG00000100644/ENSG00000101255/ENSG00000101843/ENSG00000105974/ENSG00000107937/ENSG00000108387/ENSG00000109184/ENSG00000114423/ENSG00000116016/ENSG00000116679/ENSG00000117385/ENSG00000118503/ENSG00000124766/ENSG00000131507/ENSG00000132326/ENSG00000135018/ENSG00000136014/ENSG00000136158/ENSG00000136560/ENSG00000136986/ENSG00000137273/ENSG00000140450/ENSG00000144228/ENSG00000145604/ENSG00000145901/ENSG00000158828/ENSG00000161011/ENSG00000164164/ENSG00000166170/ENSG00000166272/ENSG00000166681/ENSG00000168309/ENSG00000169689/ENSG00000170315/ENSG00000171132/ENSG00000171862/ENSG00000173039/ENSG00000187446/ENSG00000188215",45
"GO:0003222","GO:0003222","ventricular trabecula myocardium morphogenesis","6/2281","14/21288",0.428571428571429,3.99974948330933,3.88944391065621,0.00210709614069128,0.0248264360587445,0.019461702632112,"ENSG00000092969/ENSG00000106991/ENSG00000128917/ENSG00000148400/ENSG00000168214/ENSG00000173706",6
"GO:0003413","GO:0003413","chondrocyte differentiation involved in endochondral bone morphogenesis","6/2281","14/21288",0.428571428571429,3.99974948330933,3.88944391065621,0.00210709614069128,0.0248264360587445,0.019461702632112,"ENSG00000125398/ENSG00000149257/ENSG00000163513/ENSG00000168646/ENSG00000182704/ENSG00000196739",6
"GO:0009063","GO:0009063","amino acid catabolic process","24/2281","121/21288",0.198347107438017,1.85112372781258,3.2525112968432,0.0021073047903803,0.0248264360587445,0.019461702632112,"ENSG00000008311/ENSG00000078070/ENSG00000100033/ENSG00000100116/ENSG00000100577/ENSG00000103876/ENSG00000104951/ENSG00000105552/ENSG00000115419/ENSG00000119711/ENSG00000131844/ENSG00000132199/ENSG00000135821/ENSG00000139410/ENSG00000140374/ENSG00000147576/ENSG00000148672/ENSG00000153904/ENSG00000159423/ENSG00000160200/ENSG00000166123/ENSG00000171097/ENSG00000176974/ENSG00000183044",24
"GO:0034440","GO:0034440","lipid oxidation","24/2281","121/21288",0.198347107438017,1.85112372781258,3.2525112968432,0.0021073047903803,0.0248264360587445,0.019461702632112,"ENSG00000004799/ENSG00000006831/ENSG00000093144/ENSG00000103150/ENSG00000105607/ENSG00000106617/ENSG00000110090/ENSG00000112062/ENSG00000116171/ENSG00000119508/ENSG00000122971/ENSG00000125398/ENSG00000130766/ENSG00000132356/ENSG00000133835/ENSG00000140374/ENSG00000159346/ENSG00000164039/ENSG00000168306/ENSG00000169047/ENSG00000174697/ENSG00000179593/ENSG00000183655/ENSG00000185950",24
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","37/2281","213/21288",0.173708920187793,1.62118171545714,3.15636892608487,0.00212982511342113,0.0250444971905867,0.0196326430318332,"ENSG00000067798/ENSG00000070087/ENSG00000071127/ENSG00000073712/ENSG00000079691/ENSG00000089041/ENSG00000101367/ENSG00000102760/ENSG00000108262/ENSG00000112290/ENSG00000119541/ENSG00000120899/ENSG00000125753/ENSG00000125868/ENSG00000130340/ENSG00000132970/ENSG00000133789/ENSG00000134318/ENSG00000135723/ENSG00000136238/ENSG00000148180/ENSG00000156232/ENSG00000156876/ENSG00000163171/ENSG00000163431/ENSG00000166949/ENSG00000169057/ENSG00000170873/ENSG00000171132/ENSG00000172403/ENSG00000184304/ENSG00000186575/ENSG00000196405/ENSG00000196924/ENSG00000197948/ENSG00000198121/ENSG00000198793",37
"GO:0001558","GO:0001558","regulation of cell growth","70/2281","465/21288",0.150537634408602,1.40492992603697,3.05842465767343,0.00214908353182972,0.0252044703568194,0.0197580476683654,"ENSG00000012048/ENSG00000012171/ENSG00000018189/ENSG00000022267/ENSG00000043143/ENSG00000049759/ENSG00000056736/ENSG00000068831/ENSG00000074319/ENSG00000075213/ENSG00000077684/ENSG00000083290/ENSG00000092969/ENSG00000100739/ENSG00000101843/ENSG00000102221/ENSG00000103175/ENSG00000104205/ENSG00000107562/ENSG00000107821/ENSG00000108830/ENSG00000112658/ENSG00000112715/ENSG00000113916/ENSG00000114861/ENSG00000117152/ENSG00000118515/ENSG00000120899/ENSG00000122641/ENSG00000124762/ENSG00000128908/ENSG00000129484/ENSG00000130766/ENSG00000133104/ENSG00000133639/ENSG00000134259/ENSG00000134371/ENSG00000135503/ENSG00000136999/ENSG00000137693/ENSG00000137872/ENSG00000139437/ENSG00000139567/ENSG00000139687/ENSG00000143320/ENSG00000143434/ENSG00000144891/ENSG00000151694/ENSG00000152377/ENSG00000156239/ENSG00000159346/ENSG00000161921/ENSG00000162998/ENSG00000163041/ENSG00000166949/ENSG00000168309/ENSG00000169057/ENSG00000170242/ENSG00000171603/ENSG00000176390/ENSG00000179242/ENSG00000184205/ENSG00000187079/ENSG00000188215/ENSG00000188613/ENSG00000197380/ENSG00000197594/ENSG00000198793/ENSG00000213445/ENSG00000214548",70
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","25/2281","128/21288",0.1953125,1.82280249890399,3.23449020649982,0.00215150267459717,0.0252044703568194,0.0197580476683654,"ENSG00000060718/ENSG00000066468/ENSG00000092969/ENSG00000100644/ENSG00000101384/ENSG00000105989/ENSG00000106991/ENSG00000109685/ENSG00000112658/ENSG00000118257/ENSG00000124766/ENSG00000128917/ENSG00000135111/ENSG00000135679/ENSG00000142871/ENSG00000148400/ENSG00000154734/ENSG00000162496/ENSG00000163513/ENSG00000164442/ENSG00000168214/ENSG00000169855/ENSG00000169946/ENSG00000173706/ENSG00000197702",25
"GO:0046324","GO:0046324","regulation of glucose import","16/2281","69/21288",0.231884057971014,2.16411566246688,3.35522235532715,0.00218405297112117,0.0254362216364902,0.0199397199180147,"ENSG00000054277/ENSG00000068305/ENSG00000070371/ENSG00000095637/ENSG00000106617/ENSG00000112062/ENSG00000128989/ENSG00000131871/ENSG00000145675/ENSG00000153823/ENSG00000163884/ENSG00000169047/ENSG00000174697/ENSG00000179295/ENSG00000185950/ENSG00000197594",16
"GO:0098930","GO:0098930","axonal transport","16/2281","69/21288",0.231884057971014,2.16411566246688,3.35522235532715,0.00218405297112117,0.0254362216364902,0.0199397199180147,"ENSG00000070718/ENSG00000100644/ENSG00000102401/ENSG00000106211/ENSG00000115993/ENSG00000129250/ENSG00000131437/ENSG00000134108/ENSG00000143862/ENSG00000151914/ENSG00000166579/ENSG00000166963/ENSG00000169057/ENSG00000170759/ENSG00000188428/ENSG00000196072",16
"GO:0071526","GO:0071526","semaphorin-plexin signaling pathway","12/2281","45/21288",0.266666666666667,2.48873301183691,3.46320529180904,0.00218758024003767,0.0254362216364902,0.0199397199180147,"ENSG00000006607/ENSG00000012171/ENSG00000075213/ENSG00000100092/ENSG00000118257/ENSG00000136238/ENSG00000137872/ENSG00000141522/ENSG00000143434/ENSG00000164050/ENSG00000168621/ENSG00000196924",12
"GO:1904385","GO:1904385","cellular response to angiotensin","12/2281","45/21288",0.266666666666667,2.48873301183691,3.46320529180904,0.00218758024003767,0.0254362216364902,0.0199397199180147,"ENSG00000067900/ENSG00000070808/ENSG00000105974/ENSG00000122641/ENSG00000134318/ENSG00000140443/ENSG00000144891/ENSG00000147140/ENSG00000173039/ENSG00000177674/ENSG00000184304/ENSG00000185122",12
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","27/2281","142/21288",0.190140845070423,1.77453674259498,3.20800597374894,0.00219988394071351,0.0254843698067071,0.0199774637717368,"ENSG00000003402/ENSG00000010278/ENSG00000019144/ENSG00000063660/ENSG00000068305/ENSG00000071127/ENSG00000078114/ENSG00000087903/ENSG00000108797/ENSG00000108946/ENSG00000112658/ENSG00000113721/ENSG00000124006/ENSG00000130202/ENSG00000134853/ENSG00000144747/ENSG00000144824/ENSG00000145362/ENSG00000148677/ENSG00000149256/ENSG00000163431/ENSG00000170776/ENSG00000172399/ENSG00000173744/ENSG00000178209/ENSG00000184009/ENSG00000184304",27
"GO:0045446","GO:0045446","endothelial cell differentiation","27/2281","142/21288",0.190140845070423,1.77453674259498,3.20800597374894,0.00219988394071351,0.0254843698067071,0.0199774637717368,"ENSG00000035403/ENSG00000067900/ENSG00000101384/ENSG00000104365/ENSG00000106397/ENSG00000112715/ENSG00000119139/ENSG00000127314/ENSG00000133639/ENSG00000134318/ENSG00000139567/ENSG00000148400/ENSG00000158125/ENSG00000159167/ENSG00000162493/ENSG00000163430/ENSG00000166292/ENSG00000168214/ENSG00000169504/ENSG00000170989/ENSG00000173083/ENSG00000173706/ENSG00000174804/ENSG00000179820/ENSG00000182621/ENSG00000185551/ENSG00000196739",27
"GO:0006868","GO:0006868","glutamine transport","5/2281","10/21288",0.5,4.66637439719421,4.01730212596225,0.00222925147682359,0.0255701241362419,0.0200446874866861,"ENSG00000017483/ENSG00000105281/ENSG00000111371/ENSG00000134294/ENSG00000174697",5
"GO:0008627","GO:0008627","intrinsic apoptotic signaling pathway in response to osmotic stress","5/2281","10/21288",0.5,4.66637439719421,4.01730212596225,0.00222925147682359,0.0255701241362419,0.0200446874866861,"ENSG00000060138/ENSG00000073756/ENSG00000116584/ENSG00000164305/ENSG00000168398",5
"GO:0035907","GO:0035907","dorsal aorta development","5/2281","10/21288",0.5,4.66637439719421,4.01730212596225,0.00222925147682359,0.0255701241362419,0.0200446874866861,"ENSG00000106991/ENSG00000112658/ENSG00000128917/ENSG00000139567/ENSG00000168214",5
"GO:0014897","GO:0014897","striated muscle hypertrophy","22/2281","108/21288",0.203703703703704,1.9011154951532,3.25231380732775,0.00223053964039057,0.0255701241362419,0.0200446874866861,"ENSG00000008083/ENSG00000028137/ENSG00000066135/ENSG00000067900/ENSG00000068305/ENSG00000071282/ENSG00000106462/ENSG00000114861/ENSG00000117152/ENSG00000119508/ENSG00000129484/ENSG00000132170/ENSG00000134318/ENSG00000138735/ENSG00000148400/ENSG00000150907/ENSG00000163110/ENSG00000163884/ENSG00000166949/ENSG00000174437/ENSG00000174697/ENSG00000185532",22
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","41/2281","243/21288",0.168724279835391,1.5746613192178,3.12107153363122,0.00223185740779177,0.0255701241362419,0.0200446874866861,"ENSG00000067955/ENSG00000074047/ENSG00000075624/ENSG00000100813/ENSG00000104951/ENSG00000106571/ENSG00000107338/ENSG00000108604/ENSG00000109906/ENSG00000110492/ENSG00000111859/ENSG00000113916/ENSG00000118689/ENSG00000119714/ENSG00000124766/ENSG00000125657/ENSG00000126804/ENSG00000128342/ENSG00000130584/ENSG00000139687/ENSG00000141867/ENSG00000143507/ENSG00000143772/ENSG00000144802/ENSG00000155090/ENSG00000157368/ENSG00000159216/ENSG00000163513/ENSG00000163823/ENSG00000167106/ENSG00000168918/ENSG00000171150/ENSG00000173757/ENSG00000179388/ENSG00000180694/ENSG00000183655/ENSG00000184371/ENSG00000185122/ENSG00000185338/ENSG00000185650/ENSG00000198846",41
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","41/2281","243/21288",0.168724279835391,1.5746613192178,3.12107153363122,0.00223185740779177,0.0255701241362419,0.0200446874866861,"ENSG00000067955/ENSG00000074047/ENSG00000075624/ENSG00000100813/ENSG00000104951/ENSG00000106571/ENSG00000107338/ENSG00000108604/ENSG00000109906/ENSG00000110492/ENSG00000111859/ENSG00000113916/ENSG00000118689/ENSG00000119714/ENSG00000124766/ENSG00000125657/ENSG00000126804/ENSG00000128342/ENSG00000130584/ENSG00000139687/ENSG00000141867/ENSG00000143507/ENSG00000143772/ENSG00000144802/ENSG00000155090/ENSG00000157368/ENSG00000159216/ENSG00000163513/ENSG00000163823/ENSG00000167106/ENSG00000168918/ENSG00000171150/ENSG00000173757/ENSG00000179388/ENSG00000180694/ENSG00000183655/ENSG00000184371/ENSG00000185122/ENSG00000185338/ENSG00000185650/ENSG00000198846",41
"GO:0060425","GO:0060425","lung morphogenesis","15/2281","63/21288",0.238095238095238,2.22208304628296,3.36519496061638,0.00224855752098916,0.0257142731887478,0.0201576874351255,"ENSG00000064393/ENSG00000066468/ENSG00000102882/ENSG00000105989/ENSG00000106397/ENSG00000112658/ENSG00000125398/ENSG00000128342/ENSG00000136158/ENSG00000137693/ENSG00000138802/ENSG00000147655/ENSG00000163513/ENSG00000169032/ENSG00000182197",15
"GO:0090504","GO:0090504","epiboly","13/2281","51/21288",0.254901960784314,2.37893596719705,3.41543236450542,0.00226437608496056,0.0258234542985542,0.0202432756479108,"ENSG00000073712/ENSG00000114209/ENSG00000130635/ENSG00000136827/ENSG00000139567/ENSG00000142871/ENSG00000144824/ENSG00000151694/ENSG00000162493/ENSG00000171862/ENSG00000196588/ENSG00000196924/ENSG00000198793",13
"GO:0097178","GO:0097178","ruffle assembly","14/2281","57/21288",0.245614035087719,2.29225408984979,3.38425596741841,0.00227958168205936,0.0258234542985542,0.0202432756479108,"ENSG00000035115/ENSG00000070087/ENSG00000100092/ENSG00000105974/ENSG00000107104/ENSG00000126878/ENSG00000132376/ENSG00000136238/ENSG00000140995/ENSG00000143398/ENSG00000151491/ENSG00000166579/ENSG00000196405/ENSG00000243244",14
"GO:0030511","GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","10/2281","34/21288",0.294117647058824,2.7449261159966,3.52743685755657,0.00228291908597084,0.0258234542985542,0.0202432756479108,"ENSG00000064393/ENSG00000077943/ENSG00000096384/ENSG00000102804/ENSG00000137801/ENSG00000140682/ENSG00000147883/ENSG00000164442/ENSG00000168556/ENSG00000197496",10
"GO:0033688","GO:0033688","regulation of osteoblast proliferation","10/2281","34/21288",0.294117647058824,2.7449261159966,3.52743685755657,0.00228291908597084,0.0258234542985542,0.0202432756479108,"ENSG00000066468/ENSG00000113389/ENSG00000140443/ENSG00000142871/ENSG00000164050/ENSG00000166949/ENSG00000168646/ENSG00000173083/ENSG00000183160/ENSG00000186575",10
"GO:0070498","GO:0070498","interleukin-1-mediated signaling pathway","10/2281","34/21288",0.294117647058824,2.7449261159966,3.52743685755657,0.00228291908597084,0.0258234542985542,0.0202432756479108,"ENSG00000090376/ENSG00000100784/ENSG00000100906/ENSG00000102882/ENSG00000104365/ENSG00000134070/ENSG00000164164/ENSG00000168884/ENSG00000173039/ENSG00000182621",10
"GO:1903846","GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","10/2281","34/21288",0.294117647058824,2.7449261159966,3.52743685755657,0.00228291908597084,0.0258234542985542,0.0202432756479108,"ENSG00000064393/ENSG00000077943/ENSG00000096384/ENSG00000102804/ENSG00000137801/ENSG00000140682/ENSG00000147883/ENSG00000164442/ENSG00000168556/ENSG00000197496",10
"GO:0045685","GO:0045685","regulation of glial cell differentiation","18/2281","82/21288",0.219512195121951,2.04865217437795,3.29588534014995,0.00230286584495977,0.0259849552647481,0.0203698779427962,"ENSG00000028137/ENSG00000066135/ENSG00000071127/ENSG00000106615/ENSG00000110492/ENSG00000112531/ENSG00000116106/ENSG00000122877/ENSG00000128342/ENSG00000138311/ENSG00000143507/ENSG00000146122/ENSG00000148400/ENSG00000149256/ENSG00000157368/ENSG00000169057/ENSG00000173039/ENSG00000198793",18
"GO:0007492","GO:0007492","endoderm development","20/2281","95/21288",0.210526315789474,1.96478921987125,3.2648340497248,0.00230551973361154,0.0259849552647481,0.0203698779427962,"ENSG00000053747/ENSG00000060718/ENSG00000091136/ENSG00000102996/ENSG00000114270/ENSG00000120129/ENSG00000122641/ENSG00000130635/ENSG00000134371/ENSG00000134871/ENSG00000135862/ENSG00000138166/ENSG00000148400/ENSG00000157216/ENSG00000166949/ENSG00000169032/ENSG00000169297/ENSG00000182197/ENSG00000185650/ENSG00000204262",20
"GO:0032386","GO:0032386","regulation of intracellular transport","46/2281","281/21288",0.163701067615658,1.52778094143013,3.08523273771058,0.00233918484946846,0.0263168832433894,0.0206300797534914,"ENSG00000018189/ENSG00000058272/ENSG00000069329/ENSG00000073756/ENSG00000080815/ENSG00000080824/ENSG00000088888/ENSG00000090565/ENSG00000096968/ENSG00000102882/ENSG00000106571/ENSG00000107882/ENSG00000112062/ENSG00000112276/ENSG00000114209/ENSG00000116171/ENSG00000117280/ENSG00000125676/ENSG00000135272/ENSG00000135362/ENSG00000135679/ENSG00000137331/ENSG00000137642/ENSG00000138802/ENSG00000145675/ENSG00000149541/ENSG00000151929/ENSG00000152332/ENSG00000166579/ENSG00000166949/ENSG00000169032/ENSG00000169057/ENSG00000171033/ENSG00000174697/ENSG00000178028/ENSG00000179295/ENSG00000180667/ENSG00000182718/ENSG00000184304/ENSG00000186198/ENSG00000186575/ENSG00000187446/ENSG00000196924/ENSG00000197121/ENSG00000198833/ENSG00000203965",46
"GO:0021915","GO:0021915","neural tube development","31/2281","171/21288",0.181286549707602,1.69190182822246,3.14694757992924,0.00238918178746768,0.0268310271240076,0.021033122513678,"ENSG00000006451/ENSG00000008710/ENSG00000048342/ENSG00000074047/ENSG00000074219/ENSG00000080815/ENSG00000092621/ENSG00000092969/ENSG00000100605/ENSG00000100644/ENSG00000100714/ENSG00000106397/ENSG00000106571/ENSG00000107882/ENSG00000118762/ENSG00000125753/ENSG00000138002/ENSG00000138802/ENSG00000142875/ENSG00000143013/ENSG00000143869/ENSG00000148400/ENSG00000148926/ENSG00000157216/ENSG00000157796/ENSG00000164305/ENSG00000164442/ENSG00000164930/ENSG00000166341/ENSG00000167642/ENSG00000185650",31
"GO:0006672","GO:0006672","ceramide metabolic process","25/2281","129/21288",0.193798449612403,1.8086722469745,3.19141226629568,0.00240283460860869,0.0269359053790891,0.021115337673685,"ENSG00000008513/ENSG00000035681/ENSG00000066322/ENSG00000067113/ENSG00000070610/ENSG00000078124/ENSG00000089041/ENSG00000105855/ENSG00000128699/ENSG00000132356/ENSG00000139624/ENSG00000142871/ENSG00000143753/ENSG00000156671/ENSG00000160408/ENSG00000162407/ENSG00000162630/ENSG00000164023/ENSG00000172292/ENSG00000172296/ENSG00000177628/ENSG00000196743/ENSG00000204386/ENSG00000223802/ENSG00000235863",25
"GO:0071241","GO:0071241","cellular response to inorganic substance","41/2281","244/21288",0.168032786885246,1.56820778922101,3.09243823938429,0.00241126215406806,0.0269819370788548,0.0211514224041058,"ENSG00000003402/ENSG00000011347/ENSG00000068305/ENSG00000068831/ENSG00000073756/ENSG00000085719/ENSG00000086544/ENSG00000100292/ENSG00000100600/ENSG00000100968/ENSG00000101460/ENSG00000102882/ENSG00000111602/ENSG00000118762/ENSG00000125148/ENSG00000132356/ENSG00000132535/ENSG00000132965/ENSG00000138380/ENSG00000143772/ENSG00000145386/ENSG00000150907/ENSG00000155897/ENSG00000163083/ENSG00000164808/ENSG00000165240/ENSG00000167193/ENSG00000167552/ENSG00000169057/ENSG00000169504/ENSG00000169715/ENSG00000170323/ENSG00000177606/ENSG00000181019/ENSG00000184156/ENSG00000185122/ENSG00000187193/ENSG00000197312/ENSG00000197943/ENSG00000205364/ENSG00000213341",41
